gene_id	gene_name	JH.2.085.F2983.F783D	JH.2.086.5EA11.494GE	JH.2.089.H8EBA.HH51C	JH.2.090.19D3F.G36F6	JH.2.091.CAA8H.GDFG1	JH.2.092.B4F11.2H1C1	JH.2.092.B52E5.BFCBA	JH.2.093.214AE.H5A8H	JH.2.094.5HA24.CC3H4	JH.2.100.19H33.94G2C	JH.2.104.51E2H.1G93A	JH.2.107.AGD39.1CH62	JH.2.111.G645D.6C5FF
ENSG00000010278.15	CD9	1875.001	1924	960	1071	1831	4632.999	3703	2178	3085.002	1920	1861.001	2310.998	2641
ENSG00000010282.15	HHATL	0	349	1	0	2	0	1	0	1	0	0	0	0
ENSG00000010292.13	NCAPD2	303.999	309	232	517.001	407.001	368	309.001	676	599.999	297	402	322	239.001
ENSG00000010295.20	IFFO1	289.001	348	268.001	318	547.001	410.999	317	150	466	386.999	408.999	261.001	359.998
ENSG00000010310.9	GIPR	25	1	10	63	6	2	2	16	6	9	4	8	7
ENSG00000010318.22	PHF7	53.999	91.999	28	36	40.001	48	50	44.999	75	32	33.001	52	36
ENSG00000010319.7	SEMA3G	385	254	199	158	194	1334	1051	543	452	158	157	117	811
ENSG00000010322.16	NISCH	1847	1465.999	1031.999	1371.001	1704	1715	1337	916	2453	1209.999	1644.999	718.001	1468.999
ENSG00000010327.10	STAB1	3582	2047	3625.999	7798.001	6525	3592.998	3344.001	4118.001	6344	3581	8964.999	6464.001	6692.998
ENSG00000010361.14	FUZ	103	88.002	67.001	53	103.999	74	75	55	161	90	91	80	84.999
ENSG00000010379.16	SLC6A13	16	0	40.999	3	10.999	0	0	0	31	10	4	1	9
ENSG00000010404.18	IDS	1468.666	2015.72	1145.897	1139.411	1569.507	1284.667	1226.998	1060.97	1903.311	1163.796	1673.04	1437.345	1676.348
ENSG00000010438.17	PRSS3	0	0	0	0	0	0	0	447	0	0	0	1	0
ENSG00000010539.12	ZNF200	104.001	140.001	74	188.001	121.001	101	98.999	56	146	69	117.001	96.001	97
ENSG00000010610.10	CD4	929.999	389	693	1442.001	791.999	766.999	764	760	856	445	1145	1398.001	823.999
ENSG00000010626.15	LRRC23	53.408	64.784	38.337	38.446	57.841	71.049	42.024	40.74	105.283	66.161	64.319	58.46	45.079
ENSG00000010671.18	BTK	195	69	215	413.999	289.001	78	114	140	186	193.001	349.999	450.999	201.001
ENSG00000010704.19	HFE	137	247.001	145.999	180	256.001	226	215.999	115	336.999	98	274	280.999	212
ENSG00000010803.17	SCMH1	240	407.001	178	290	326	354.999	298	289.999	394	206	304	250.001	312.999
ENSG00000010810.17	FYN	864.003	1453.997	627.001	1266.999	1083.999	839.999	777	545.999	1106.001	681	922.999	993.998	809.002
ENSG00000010818.10	HIVEP2	1080	750	495	2298.001	806	925	749	1153	1063	542	954	870.999	924
ENSG00000010932.17	FMO1	259	69	173	43.001	208	131	385.001	149	439.001	44	82	112	77.001
ENSG00000011007.13	ELOA	473.999	595	355	908	546	471	440	633	713	361	504	577	443
ENSG00000011009.11	LYPLA2	116	150	126	313	168	117	104	330	213	124	150.999	199	170.001
ENSG00000011021.23	CLCN6	563	491.213	337.174	311.999	629.365	391.001	353.001	296.001	539.999	418.001	494	286	487.663
ENSG00000011028.14	MRC2	2240.999	2683.001	1409	3180	1201.001	2111.999	2528.001	2406	2294	937.001	830	909.999	948
ENSG00000011052.21	NME1-NME2	15.037	12.607	7.301	17.74	3.603	2.741	0	34.26	35.783	2.887	0	29.636	15.579
ENSG00000011083.9	SLC6A7	1	3	1	1	0	1	0	1	2	2	3	2	0
ENSG00000011105.14	TSPAN9	387.001	466	165	544.999	369.002	312.001	279.001	510	707	520.001	280	252	323.001
ENSG00000011114.15	BTBD7	490	727	554	702	697	729.001	732	679	710	444.975	716	677.999	741
ENSG00000011132.12	APBA3	183.999	141	115.999	220.999	162.999	154.999	115	117	172.999	155	107.001	77.999	114.403
ENSG00000011143.19	MKS1	106.999	138	90.001	87	163.999	150	112.001	126	182.001	95.999	146.999	65.002	111.001
ENSG00000011198.10	ABHD5	140	130	153	383	214.999	98.999	111.001	277	225	137.001	156.999	258.999	158
ENSG00000011201.12	ANOS1	739	311	389	290	339	261	191.001	115	1398	140	386.962	794.974	364
ENSG00000011243.19	AKAP8L	851	666.001	574.001	837	835.999	668.001	447	429	805	650.002	756.001	348.999	672
ENSG00000011258.16	MBTD1	320	461	274	322	332	334	417	241	345	242	368	282	370
ENSG00000011260.14	UTP18	277	346	171	446	240	257	197	260	305	180	221	351	236
ENSG00000011275.19	RNF216	765.478	841.374	703	1171.324	903.986	1041.694	752.125	793.999	998.999	714.999	877	839.999	819.726
ENSG00000011295.16	TTC19	271.001	546.999	279.552	492.999	395	385	348.458	381.001	432	278	501	327.486	351.001
ENSG00000011304.22	PTBP1	1406	1117	811	2142	1196.001	1224	1020.001	2072	1740.001	806	991	878.999	1112
ENSG00000011332.22	DPF1	5	2	2	4	7	4	3	0	8	1	1	4	0
ENSG00000011347.10	SYT7	12	36	15.021	41	14	9	8	48	12	7	8	1	9
ENSG00000011376.12	LARS2	303.15	215.001	248	332	294	290.999	234.999	337	434	239	278.001	302.002	271.999
ENSG00000011405.14	PIK3C2A	1175	2315.999	1140	1911	1341	1183	1555.001	654.001	1924	969	1922	1673	1245
ENSG00000011422.12	PLAUR	767	88	68.999	567	176.999	184	139	281	169	156	154	398.001	127.001
ENSG00000011426.11	ANLN	33	14	24	107	51	19	40.999	187	51.001	32	36	59	7
ENSG00000011451.21	WIZ	309.999	303.999	293	399.001	478.999	398	268	455	539.001	356.001	270.999	163	334.001
ENSG00000011454.18	RABGAP1	879.999	1356	724.999	776	964	895.001	888	561	929.999	661	892.001	748	934.001
ENSG00000011465.18	DCN	15996.999	28084.001	11242.998	15346	7784.002	16808.999	18548.002	10253.001	36575.999	4702	8037.999	10872.001	15507.001
ENSG00000011478.13	QPCTL	53	51	26	119	43	55	36	58	92	47	41	52	53
ENSG00000011485.15	PPP5C	294.001	281	195	417.001	291	361.002	252.001	376	475	238.999	272	219	314
ENSG00000011523.14	CEP68	463	772	463	513	590.999	628	588	414.999	729	337.999	587	368	581.999
ENSG00000011566.15	MAP4K3	546	545.999	384	443.999	540	568	609.999	272.001	576	385	510	575.001	541
ENSG00000011590.14	ZBTB32	1	0	0	24	1	0	0	3	1	0	0	0	0
ENSG00000011600.12	TYROBP	604.999	86	368	596.999	566.999	131	182	174.001	403	347	695	1891.001	227
ENSG00000011638.11	LDAF1	124.001	283.999	54	120.999	84.001	212	117	293.999	222	64	76.001	109	96
ENSG00000011677.13	GABRA3	41	2	22	0	3	0	0	0	16	2	3	2	1
ENSG00000012048.23	BRCA1	94.999	118	150.999	148	243	313	279.001	98.998	156	127.001	173.999	155.001	171.001
ENSG00000012061.16	ERCC1	506	423.999	386	735	822.002	626.001	362.001	652	883	455	529.999	929.001	610
ENSG00000012124.17	CD22	29	21	19	630	419	15	26	15	96	111.999	236.001	255	33
ENSG00000012171.20	SEMA3B	3061	1488	3822.001	884.999	8564	2242.002	1300	819	6271.999	9698	5157.998	3268.999	4490.999
ENSG00000012174.12	MBTPS2	247	262	189	180	260	228	252.687	195	345	209	267	258	257.166
ENSG00000012211.13	PRICKLE3	62.999	57	32.001	69	64	46	38	87	48.999	30	36	23	43.001
ENSG00000012223.13	LTF	0	1	1	755	3	1	6	20	5	3	2	4	0
ENSG00000012232.10	EXTL3	600.001	621	459	611	868.001	978	719	839.999	1374	579.999	707.999	594	632
ENSG00000012504.15	NR1H4	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000012660.14	ELOVL5	1431	660	917	1663.999	1480	584.999	596	539	1948	995	1317.001	2102.999	824
ENSG00000012779.12	ALOX5	319.001	85.999	346.001	348	563	114.999	142	202	278	358	466	201	285.999
ENSG00000012817.16	KDM5D	1160	1160	904	1609.999	1215.001	1	1	844.999	0	2	1266	661	1027.999
ENSG00000012822.16	CALCOCO1	1070.999	1169.999	711.999	844	1126	1156.001	961.999	976.001	1601	665	1165.001	606.002	833
ENSG00000012963.15	UBR7	261.999	379.901	226	401	243	333	277	302.941	528.001	203	305	332	289
ENSG00000012983.12	MAP4K5	807	1092	751	863.001	961.999	1094	1278.999	453	890.999	746.999	955	864	1086.001
ENSG00000013016.16	EHD3	180	268	182	203	234	311	240	197	987	180	250	134	166
ENSG00000013275.8	PSMC4	335.999	294.001	272.001	676.999	426	303.999	221	568	594.999	316.001	311.001	523	344
ENSG00000013288.9	MAN2B2	815	750	637.999	794	836.001	822	745	521	987	533	620	647	546
ENSG00000013293.6	SLC7A14	0	3	0	1	0	1	0	0	0	1	4	0	0
ENSG00000013297.12	CLDN11	232.999	31.001	77.999	85	91.657	253.979	281.528	58	178.695	97.352	252.055	177.287	143.972
ENSG00000013306.16	SLC25A39	309.999	193	252.001	531.999	459	267	192	521	458	287.999	335	459.001	253.998
ENSG00000013364.19	MVP	1678.897	1333.161	1014.999	2160.946	1443.764	993.999	844.999	2374.999	2190.998	1049.683	1237.001	1605.999	1471.713
ENSG00000013374.17	NUB1	511	567	379	642.001	501	548	544	277	769.999	353	572	566.002	467.999
ENSG00000013375.16	PGM3	367	446	410.001	811	527.999	525.002	554	293	755.999	281	442	513	491.998
ENSG00000013392.8	RWDD2A	61	81	61	71	55	107	102	42	106	45	70	100	83
ENSG00000013441.17	CLK1	2296	1928	924.001	2420.999	1211	1384.001	1549	559	1106.999	790.998	1334	872	1333.998
ENSG00000013503.10	POLR3B	92	115	120	157	114	121	144	251	205	85	152	141	144
ENSG00000013523.11	ANGEL1	586.502	444.905	471.154	304.497	882.443	492.637	433.85	315.204	779.88	446.87	765.095	483.371	547.027
ENSG00000013561.18	RNF14	389.999	791.002	365.001	436	559.001	602	509	334.002	790.001	415	586	732	514
ENSG00000013563.14	DNASE1L1	266	183	139	206.999	313.999	151	150	166	367	202.001	258.001	476	233.999
ENSG00000013573.17	DDX11	131.318	111.377	105.59	263.731	244.238	49.129	39.991	270.291	73.693	274.404	213.33	28.946	80.423
ENSG00000013583.10	HEBP1	91	213	64	164	70	76	69	77.999	136	53	61	71	88
ENSG00000013588.9	GPRC5A	30	128.999	11	170	16	2	3	30	39	14	24	5	12
ENSG00000013619.15	MAMLD1	116.001	111	93	140	226.001	375	237	143.999	191	154.001	148.999	74	195.999
ENSG00000013725.14	CD6	37	5	30.001	464.001	47	27	14	82	51	15	48.999	39.999	47
ENSG00000013810.21	TACC3	130.999	39.001	93	425.001	107.001	65.001	83	208.001	117.001	102.001	89.999	78.999	95.998
ENSG00000014123.10	UFL1	386	586	353	481	428	430	544	184	555	314	425	556	464
ENSG00000014138.9	POLA2	74.292	92.904	71.713	109.178	142.289	74.165	79.446	139.464	73.422	90.999	107.365	111.707	65.682
ENSG00000014164.7	ZC3H3	154	143	127	199	225	156	116	195	234	149	132	96	175
ENSG00000014216.16	CAPN1	699.001	721.001	544.001	797.999	925	931.999	644.001	2347.002	1400	593	701.001	848	759.999
ENSG00000014257.16	ACP3	25	15	60.001	26.001	51	12	24	399	33	46.001	79	120	60
ENSG00000014641.21	MDH1	427	572.001	344.001	594.724	427	378	369.999	474.001	669.999	334.998	461	824.999	449
ENSG00000014824.14	SLC30A9	589	924	529.001	742	541	708	770	357.999	885.001	441.001	617	909	677
ENSG00000014914.21	MTMR11	187	292.001	156	169.001	361	214	163	129	721.999	169	370	200	182
ENSG00000014919.13	COX15	262	458	253.928	252.826	331.818	404.347	309.03	251.909	456.875	211.296	388.208	396.988	298.253
ENSG00000015133.20	CCDC88C	125	51	94	999.002	100	85	89.001	375	145	79.001	157.999	122	108
ENSG00000015153.15	YAF2	218	319.999	221.999	396.001	292.001	228	242.001	151.999	326	178	349.999	426	256
ENSG00000015171.20	ZMYND11	876.001	1718.001	945	1092	1165.998	1353.001	1337.001	542.001	1661.998	989	1072	1248.001	1325.999
ENSG00000015285.11	WAS	201	12	137	300	253	37.999	66	82	95	159	164.999	166	119
ENSG00000015413.10	DPEP1	125	55	0	126	1	6.001	8	146.001	4	6	5	0	23
ENSG00000015475.19	BID	162.001	74	123	325	120.001	81.001	82.999	109.001	228	109	98	264.001	119
ENSG00000015479.20	MATR3	3318.08	4084.304	2667.037	4191.175	3409.328	3369.032	3644.848	1501.274	3982.124	2251.638	3275.772	3857.66	3139.933
ENSG00000015520.15	NPC1L1	6	2	3	1	2	4	0	2	2	6	2	1	0
ENSG00000015532.10	XYLT2	359	309	265	280	314	361	291	287	532	269	272.999	214	274
ENSG00000015568.13	RGPD5	720.725	1064.048	569.281	1139.847	1239.171	307.807	931.007	551.932	865.608	711.238	958.936	793.549	1107.528
ENSG00000015592.17	STMN4	0	1	0	0	0	0	0	0	0	2	0	0	0
ENSG00000015676.18	NUDCD3	780	976.999	625	736.001	960	860.999	682	957.001	1066	675	959	994.999	791
ENSG00000016082.15	ISL1	16	0	1	0	0	4	0	0	0	0	1	0	0
ENSG00000016391.11	CHDH	72	30	17	36	4	12	18	30	36	28	7	4	36
ENSG00000016402.14	IL20RA	2	27	1	3	2	0	3	67	2	2	3	3	1
ENSG00000016490.16	CLCA1	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000016602.9	CLCA4	0	0	2	0	0	0	0	21	5	0	0	10	1
ENSG00000016864.19	GLT8D1	398	470	392	335	445	496.998	428.001	189	778.999	264.001	455	446.999	402.001
ENSG00000017260.20	ATP2C1	889	679.001	831	804.001	1095.001	747.999	833	762.001	1065.002	954	1043.998	1226	936
ENSG00000017427.17	IGF1	888	2655	768	3421.142	692	214.001	796	1147	1882	270.001	682	1265.999	267
ENSG00000017483.16	SLC38A5	18	7	5	116	10	7	5	222	10	1	24	10	12
ENSG00000017797.13	RALBP1	862	1011.999	752	684	1080	1024	930	695.001	1259	923	937.001	1124.999	1015.001
ENSG00000018189.13	RUFY3	1148.999	1530.999	1141.002	885	1071	872	1046.001	537	1361	876.001	1434	657	1204.999
ENSG00000018236.15	CNTN1	999.001	3527.001	1229	351	651	1586.001	2258.001	416	1452.001	1025	332	420	1039.001
ENSG00000018280.17	SLC11A1	790.998	12	134.001	377.998	709	41	27.001	73.999	86.001	268	825.999	947	200.001
ENSG00000018408.15	WWTR1	1979	1167.999	1373	1513	1565.999	1238	1374	1210.001	2932.999	1610.001	1253	2664.001	2023
ENSG00000018510.18	AGPS	698.001	1005.999	759.002	762	750.001	1055	1214.999	621	1249.999	516.001	783.001	1108.002	778.998
ENSG00000018607.8	ZNF285CP	2	0	4.165	0	12	4	7	3	5.703	6	4.429	2.69	3.076
ENSG00000018610.15	STEEP1	166	265	106	193	156	199	195	139.001	258	115.001	187.638	228	184.784
ENSG00000018625.15	ATP1A2	218.984	253.999	997.991	211	1612.975	2229.001	1626.998	129	1965.993	1250.968	1529.978	110	1026
ENSG00000018699.13	TTC27	149	242	149	229	194	220	207.001	291	227	92	197	184	207
ENSG00000018869.18	ZNF582	23.999	51	35	34	37.001	48	61	18	50	30	40.999	49	60
ENSG00000019102.12	VSIG2	2	5	1	10	2	2	0	2	4	2	1	0	2
ENSG00000019144.20	PHLDB1	3005	5972	4493.002	3825.001	9616	10293	6546.001	3470.001	8122.999	2823	8962	3144.002	5520.002
ENSG00000019169.11	MARCO	83	272	40	918	38	14	9	54	1222	71	433	150	147
ENSG00000019186.10	CYP24A1	0	846.999	1	1	1	0	1	14	1	0	1	1	0
ENSG00000019485.14	PRDM11	218.999	344	282	225	458.999	486	336.001	273.999	514	273	325	188	366.384
ENSG00000019505.8	SYT13	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019549.13	SNAI2	26	364	49	169	74	143	214	197	115	48	68	51	72
ENSG00000019582.17	CD74	28843.001	3416	18382	20987.999	20147	3995.001	7852.001	9104.001	16220	14435.001	26670	50266	18485
ENSG00000019991.18	HGF	408	138	294.001	353.999	287.001	115	308	90	312.999	170	370	917	319
ENSG00000019995.6	ZRANB1	627.328	748.093	470.629	612.812	592.367	635.475	658.999	447.838	803.236	441.745	603.351	697.635	606.707
ENSG00000020129.16	NCDN	614	216	491.999	394.001	610	475.999	338	316	1170	319	462.999	281	571
ENSG00000020181.18	ADGRA2	1300	2118	1158	1775	1767	2381	2193	1228	2691	1080	1281	1024	1251
ENSG00000020219.9	CCT8L1P	0	0	0	0	0	0	0	0	1	0	1	1	0
ENSG00000020256.20	ZFP64	153	167.999	116	109	182.999	168	171.999	194.001	281.999	128	173.999	114	142
ENSG00000020426.11	MNAT1	118	203.999	141	147	136.001	142.999	170	52	173.001	103	136.999	187.999	124
ENSG00000020577.14	SAMD4A	1292	2768	1115	2318.998	1986	2534.998	947.001	1134	2698	1993.999	1978	2447	1674
ENSG00000020633.19	RUNX3	62	21	42	609	72	39	36	164.999	36	30	77	62	52
ENSG00000020922.13	MRE11	288.001	510.001	343.001	407	430	527	638	225	454	303	448.999	496	449.999
ENSG00000021300.14	PLEKHB1	376.999	3688	437.001	151	1094	1287.001	862.001	341	3003.999	687	1214.999	1001	668.999
ENSG00000021355.13	SERPINB1	356	358.001	226	1088	287	297	286.001	874.001	424.999	219	395	815.999	237.001
ENSG00000021461.18	CYP3A43	0	1	0	1	5	0	1	0	0	1	1	1	2
ENSG00000021488.13	SLC7A9	2	0	4	4	6	3	0	4	6	2	4	0	1
ENSG00000021574.13	SPAST	262	302	280	347.999	323.001	341	381.001	181	343.999	224.001	271.001	391	302
ENSG00000021645.20	NRXN3	334.999	46	383.001	69.001	844	740	669.999	107.999	175	524	458	407	543.001
ENSG00000021762.20	OSBPL5	507	394	298	397	571.001	656.999	477.999	576.001	881	470.998	378	278.999	639
ENSG00000021776.11	AQR	676.999	994	705	1155	800	957	990	769.999	1057	521	853	915	922
ENSG00000021826.18	CPS1	26	90	49	38.999	46	78.999	79	65	173.999	25	54	87.001	82
ENSG00000021852.14	C8B	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267.19	FHL1	1070.001	1054	537.002	1320.001	642.998	774	569	636.001	1260	424.998	694.001	502	978
ENSG00000022277.13	RTF2	554.929	718	455	771	656.926	675	538	548.001	1045	486	627	966	622
ENSG00000022355.18	GABRA1	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000022556.16	NLRP2	3	0	4	8	2	0	4	62.989	0	0	1	24.851	4
ENSG00000022567.10	SLC45A4	230.999	140	156	182	187	193	176.999	156	247	124	167	263	104
ENSG00000022840.17	RNF10	929.999	877.381	645.001	1098	948.238	898.003	771.999	1085.3	1308	763.001	846.999	795.001	817
ENSG00000022976.16	ZNF839	90	157	87.001	118.999	174.999	114.999	110	144	161	107.001	155	91	146.001
ENSG00000023041.12	ZDHHC6	270	434.999	295.999	445	399.001	368	346.002	276	429	288.001	381.998	314	382.999
ENSG00000023171.20	GRAMD1B	289	132	289	119	364	82	115	74.001	244.001	595	352	499.001	236
ENSG00000023191.17	RNH1	1055.001	1415.001	715.001	1489.999	1215.001	1458.002	926	2009.999	1797.001	782.998	798.999	1119	1088.999
ENSG00000023228.14	NDUFS1	1099.001	1600	1020	1305.671	1292.999	1526	1381	1071	1733.394	939	1179	1449.528	1316.001
ENSG00000023287.13	RB1CC1	860	1430	819	1142	928	1086.999	1275.001	384	1387	738	1001	1216.001	1012
ENSG00000023318.9	ERP44	529.001	532	432.999	777.999	528.002	651.001	663	343	671	296.999	579	755	521.999
ENSG00000023330.15	ALAS1	227	233	142	334	202.001	275	226	341	431	197.001	226.001	264	224
ENSG00000023445.16	BIRC3	273	313.999	161.001	1979.999	489	505	686.001	224	166	230	589	291.999	532
ENSG00000023516.9	AKAP11	1622	2017	1522	1529	1813	1862	2182	894	1643	1220	1999	1796	2013
ENSG00000023572.10	GLRX2	105	223	131	164	177	153	170	95	169	134	130	213	198
ENSG00000023608.5	SNAPC1	93.07	107	70	152	94	81	94	29	88	59	80	110	94.452
ENSG00000023697.13	DERA	119	215	80	152	120	141	131	165	235	105.001	146	247	101
ENSG00000023734.11	STRAP	367	549	347	735	444	413.001	396	467	634	330.001	367	596	483
ENSG00000023839.12	ABCC2	13	17	14	44	18	9	11	35	21	14	16	10	35
ENSG00000023892.11	DEF6	199	28	205	520	342	55	77	228	172	238	295	304	142
ENSG00000023902.14	PLEKHO1	809	497.001	723	911.999	894.001	459.001	491	288	917	604	752	825	561
ENSG00000023909.10	GCLM	112	138	99	318.001	118.001	105	135.999	77	169	72	100	124	125
ENSG00000024048.11	UBR2	1187	1300	976	1207	1206.001	1279	1348	888	1356	796.001	1246	1136	1295
ENSG00000024422.12	EHD2	526	605	558	544	821	1117.999	853	1242	1355	520	569	202	755
ENSG00000024526.17	DEPDC1	4	3	1	35	8	1	10	24	10.334	3	5	16	3
ENSG00000024862.18	CCDC28A	159	158	96	109	117	106	113	53	135	81	157	171	116
ENSG00000025039.15	RRAGD	192	733	57	134	108	46	55	100	179	151	116	232	61
ENSG00000025156.13	HSF2	135	236	73	149.994	95	147	144	66	199	82	113	159	114.99
ENSG00000025293.17	PHF20	790	640	522.999	804	676	721	604	413.001	813.999	526.001	691	807.001	606.001
ENSG00000025423.11	HSD17B6	5	9	1	1	1	2	0	2	5	0	1	0	0
ENSG00000025434.19	NR1H3	893	169	603.999	426.999	744.001	514.999	417.001	138.999	1208.001	460.001	631	987.002	380.998
ENSG00000025708.14	TYMP	1174.126	117.854	498.907	1847.948	682.418	94.634	194.699	1642.367	291.947	522.417	591.917	516.849	526.731
ENSG00000025770.19	NCAPH2	302	369	203.001	463	397	483.001	260.001	521	565	262.999	250.001	275	302.001
ENSG00000025772.8	TOMM34	150	117	86	200	88	112	62	137	226	70	91	145	95
ENSG00000025796.14	SEC63	630.987	1302.944	726.996	886.992	903	946.993	1048.996	412	1068.999	501.995	906.001	695	1018.992
ENSG00000025800.14	KPNA6	926	1058.017	653.245	1398	1009	1059	939	1326	1540	624	956.091	1055	940
ENSG00000026025.16	VIM	25773	42371	23604.001	22889	31016	29104.99	26942	19035.001	52062	29992	23618	34420.999	36238.001
ENSG00000026036.22	RTEL1-TNFRSF6B	153.121	168.942	137.718	210.344	348.407	150.163	131.028	313.098	230.623	162.852	188.248	72.765	220.042
ENSG00000026103.24	FAS	902.999	821.002	634.999	769.999	930.689	384.999	562	615.964	759.001	442	823	337	574.001
ENSG00000026297.17	RNASET2	1570.939	495.11	1352.512	1266.755	1712	585.999	765.049	648.711	1182	1497	1821.019	1876.969	689.08
ENSG00000026508.21	CD44	1875.001	9749.998	1094.001	5297.002	2993.002	2958	3436	9457.996	3929	1675	1823	2043.999	3169
ENSG00000026559.14	KCNG1	34	20.999	35	100.001	110	139	93	33	136	87	55	72	53
ENSG00000026652.15	AGPAT4	422.999	289	299	329	403	457	372.999	273.999	560	378	407	285	315.999
ENSG00000026751.17	SLAMF7	84	3	24	760.999	39	8	32	69.999	21	9	55.999	31	27
ENSG00000026950.17	BTN3A1	697.771	286.181	490.907	791.843	601.419	373.136	430.692	316.963	679.242	284.416	655.045	485.236	543.287
ENSG00000027001.10	MIPEP	94.001	121	80.001	89	107	69	60	267	180	55	94.999	131	84
ENSG00000027075.17	PRKCH	420	210	268	1091	320.001	133	139	588.626	278.999	223.001	399.001	430.999	250
ENSG00000027644.5	INSRR	7	2	3	14	7	18	22	6	7	5	0	0	8
ENSG00000027697.16	IFNGR1	731	656	1150	1562	1137	775	942.001	653	1220	672	1396	1265.001	921.999
ENSG00000027847.14	B4GALT7	119.999	137.001	133	203.001	248.999	170.001	114.001	166.998	218	131	135.001	178.999	159
ENSG00000027869.12	SH2D2A	24	5	7	125	18.999	6	9	42.999	8	6	15	24.999	9
ENSG00000028116.18	VRK2	102	188	102	207	142	116	145	68	190.001	76	170	213	122
ENSG00000028137.19	TNFRSF1B	3848	224	659	2034	936	233	336	644	750	759	892	1635.999	549
ENSG00000028203.19	VEZT	520	572	445.999	508	456.033	415.999	562	318.998	591	314	445.001	508.999	523.083
ENSG00000028277.22	POU2F2	148	26	236	403	195	71.001	95.999	60	152.999	262	255	158	168.999
ENSG00000028310.18	BRD9	315.93	458.57	316	444.029	488.177	445.154	333.244	476.921	501.574	298.947	435	332.376	404.494
ENSG00000028528.15	SNX1	1478	11279.971	1652.001	2038.002	2389.998	3333	3167	1416	8325.001	1279	2471	2146.002	2089.001
ENSG00000028839.10	TBPL1	85	128	93	156	126	80.001	112	63	119.999	54.999	113	161	96
ENSG00000029153.15	ARNTL2	36	69.999	25	372	70	85	119	520.999	111	32	53	83	71
ENSG00000029363.17	BCLAF1	1617.686	2218	1572	3068.214	1714.146	1679.186	2290.999	979.999	2369.733	1291.58	1863.019	2389.181	1937.539
ENSG00000029364.12	SLC39A9	984.999	935.999	769.001	988.001	902	958	928	1048	1570	584	966.999	1258.001	907
ENSG00000029534.21	ANK1	339	16	189	59	182.999	2	3	63	195	129	223	389.999	109
ENSG00000029559.7	IBSP	1	0	1	0	1	1	0	0	21	6	19	6	1
ENSG00000029639.11	TFB1M	81.808	133.19	113.626	94.158	112.35	99.503	107.148	80.551	113.064	79.161	98.315	115.691	104.388
ENSG00000029725.17	RABEP1	1068.999	1074	948.999	1348.999	1367	1092	1070.999	413	1380.999	1237	1291	1570	1314
ENSG00000029993.15	HMGB3	37	11	21	91.999	32	8	28	100.001	71	61	24	40	31
ENSG00000030066.14	NUP160	641	1073.002	656	911.002	847	911.001	812	867	1062.999	485.001	844	781.999	760.999
ENSG00000030110.14	BAK1	111	106	89	314	180	105.417	86	336	199	120	132	185	123.792
ENSG00000030304.15	MUSK	0	49	3	27.001	3	7	5	6	5	0	3	0	4
ENSG00000030419.17	IKZF2	238	191.999	190	387.999	216	83	127	362.999	184.001	165	296.001	223	170.999
ENSG00000030582.18	GRN	2026	862.001	1315	3024.998	1873.001	1357	1477	2490	2606	1221.001	2054.999	3950.999	1364
ENSG00000031003.11	FAM13B	519.999	1529.001	673.998	773	947	1005.999	1172.999	421.999	950.999	494	883	988	799
ENSG00000031081.11	ARHGAP31	903	2430	1166	1436	2448	1959	1658	1469	2552	1086	2140	1429	1606
ENSG00000031691.7	CENPQ	26	68	29	34	33	71	62	10	86	27	32	57	31
ENSG00000031698.13	SARS1	1018	1216.001	661.001	1190.999	1023	920	652	1051	1542	687	911	1209	903
ENSG00000031823.14	RANBP3	395.999	488.999	324	460	538.999	510	366	417	667.001	407	482	422.999	431.999
